C:\Users\NCEPU\Documents\Visual Studio 2015\Projects\ImportData\ImportData\¹øÂ¯Ğ§ÂÊ01.csv
file	line	process	state
1/1	40945	92%	faild
1/1	40946	92%	faild
1/1	40947	92%	faild
1/1	40948	92%	faild
1/1	40949	92%	faild
1/1	40950	92%	faild
1/1	40951	92%	faild
1/1	40952	92%	faild
1/1	40953	92%	faild
1/1	40954	92%	faild
1/1	40955	92%	faild
1/1	40956	92%	faild
1/1	40957	92%	faild
1/1	40958	92%	faild
1/1	40959	92%	faild
1/1	40960	92%	faild
1/1	40961	92%	faild
1/1	40962	92%	faild
1/1	40963	92%	faild
1/1	40964	92%	faild
1/1	40965	92%	faild
1/1	40966	92%	faild
1/1	40967	92%	faild
1/1	40968	92%	faild
1/1	40969	92%	faild
1/1	40970	92%	faild
1/1	40971	92%	faild
1/1	40972	92%	faild
1/1	40973	92%	faild
1/1	40974	92%	faild
1/1	40975	92%	faild
1/1	40976	92%	faild
1/1	40977	92%	faild
1/1	40978	92%	faild
1/1	40979	92%	faild
1/1	40980	92%	faild
1/1	40981	92%	faild
1/1	40982	92%	faild
1/1	40983	92%	faild
1/1	40984	92%	faild
1/1	40985	92%	faild
1/1	40986	92%	faild
1/1	40987	92%	faild
1/1	40988	92%	faild
1/1	40989	92%	faild
1/1	40990	92%	faild
1/1	40991	92%	faild
1/1	40992	92%	faild
1/1	40993	92%	faild
1/1	40994	92%	faild
1/1	40995	92%	faild
1/1	40996	92%	faild
1/1	40997	92%	faild
1/1	40998	92%	faild
1/1	40999	92%	faild
1/1	41000	92%	faild
1/1	41001	92%	faild
1/1	41002	92%	faild
1/1	41003	92%	faild
1/1	41004	92%	faild
1/1	41005	92%	faild
1/1	41006	92%	faild
1/1	41007	92%	faild
1/1	41008	92%	faild
1/1	41009	92%	faild
1/1	41010	92%	faild
1/1	41011	92%	faild
1/1	41012	92%	faild
1/1	41013	92%	faild
1/1	41014	92%	faild
1/1	41015	92%	faild
1/1	41016	92%	faild
1/1	41017	92%	faild
1/1	41018	92%	faild
1/1	41019	92%	faild
1/1	41020	92%	faild
1/1	41021	92%	faild
1/1	41022	92%	faild
1/1	41023	92%	faild
1/1	41024	92%	faild
1/1	41025	92%	faild
1/1	41026	92%	faild
1/1	41027	92%	faild
1/1	41028	92%	faild
1/1	41029	92%	faild
1/1	41030	92%	faild
1/1	41031	92%	faild
1/1	41032	92%	faild
1/1	41033	92%	faild
1/1	41034	92%	faild
1/1	41035	92%	faild
1/1	41036	92%	faild
1/1	41037	92%	faild
1/1	41038	92%	faild
1/1	41039	92%	faild
1/1	41040	92%	faild
1/1	41041	92%	faild
1/1	41042	92%	faild
1/1	41043	92%	faild
1/1	41044	92%	faild
1/1	41045	92%	faild
1/1	41046	92%	faild
1/1	41047	92%	faild
1/1	41048	92%	faild
1/1	41049	92%	faild
1/1	41050	92%	faild
1/1	41051	92%	faild
1/1	41052	92%	faild
1/1	41053	92%	faild
1/1	41054	92%	faild
1/1	41055	92%	faild
1/1	41056	92%	faild
1/1	41057	92%	faild
1/1	41058	92%	faild
1/1	41059	92%	faild
1/1	41060	92%	faild
1/1	41061	92%	faild
1/1	41062	92%	faild
1/1	41063	92%	faild
1/1	41064	92%	faild
1/1	41065	92%	faild
1/1	41066	92%	faild
1/1	41067	92%	faild
1/1	41068	92%	faild
1/1	41069	92%	faild
1/1	41070	92%	faild
1/1	41071	92%	faild
1/1	41072	92%	faild
1/1	41073	92%	faild
1/1	41074	92%	faild
1/1	41075	92%	faild
1/1	41076	92%	faild
1/1	41077	92%	faild
1/1	41078	92%	faild
1/1	41079	92%	faild
1/1	41080	92%	faild
1/1	41081	92%	faild
1/1	41082	92%	faild
1/1	41083	92%	faild
1/1	41084	92%	faild
1/1	41085	92%	faild
1/1	41086	92%	faild
1/1	41087	92%	faild
1/1	41088	92%	faild
1/1	41089	92%	faild
1/1	41090	92%	faild
1/1	41091	92%	faild
1/1	41092	92%	faild
1/1	41093	92%	faild
1/1	41094	92%	faild
1/1	41095	92%	faild
1/1	41096	92%	faild
1/1	41097	92%	faild
1/1	41098	92%	faild
1/1	41099	92%	faild
1/1	41100	92%	faild
1/1	41101	92%	faild
1/1	41102	92%	faild
1/1	41103	92%	faild
1/1	41104	92%	faild
1/1	41105	92%	faild
1/1	41106	92%	faild
1/1	41107	92%	faild
1/1	41108	92%	faild
1/1	41109	92%	faild
1/1	41110	92%	faild
1/1	41111	92%	faild
1/1	41112	92%	faild
1/1	41113	92%	faild
1/1	41114	92%	faild
1/1	41115	92%	faild
1/1	41116	92%	faild
1/1	41117	92%	faild
1/1	41118	92%	faild
1/1	41119	92%	faild
1/1	41120	92%	faild
1/1	41121	92%	faild
1/1	41122	92%	faild
1/1	41123	92%	faild
1/1	41124	92%	faild
1/1	41125	92%	faild
1/1	41126	92%	faild
1/1	41127	92%	faild
1/1	41128	92%	faild
1/1	41129	92%	faild
1/1	41130	92%	faild
1/1	41131	92%	faild
1/1	41132	92%	faild
1/1	41133	92%	faild
1/1	41134	92%	faild
1/1	41135	92%	faild
1/1	41136	92%	faild
1/1	41137	92%	faild
1/1	41138	92%	faild
1/1	41139	92%	faild
1/1	41140	92%	faild
1/1	41141	92%	faild
1/1	41142	92%	faild
1/1	41143	92%	faild
1/1	41144	92%	faild
1/1	41145	92%	faild
1/1	41146	92%	faild
1/1	41147	92%	faild
1/1	41148	92%	faild
1/1	41149	92%	faild
1/1	41150	92%	faild
1/1	41151	92%	faild
1/1	41152	92%	faild
1/1	41153	92%	faild
1/1	41154	92%	faild
1/1	41155	92%	faild
1/1	41156	92%	faild
1/1	41157	92%	faild
1/1	41158	92%	faild
1/1	41159	92%	faild
1/1	41160	92%	faild
1/1	41161	92%	faild
1/1	41162	92%	faild
1/1	41163	92%	faild
1/1	41164	92%	faild
1/1	41165	92%	faild
1/1	41166	92%	faild
1/1	41167	92%	faild
1/1	41168	92%	faild
1/1	41169	92%	faild
1/1	41170	92%	faild
1/1	41171	92%	faild
1/1	41172	92%	faild
1/1	41173	92%	faild
1/1	41174	92%	faild
1/1	41175	92%	faild
1/1	41176	92%	faild
1/1	41177	92%	faild
1/1	41178	92%	faild
1/1	41179	92%	faild
1/1	41180	92%	faild
1/1	41181	92%	faild
1/1	41182	92%	faild
1/1	41183	92%	faild
1/1	41184	92%	faild
1/1	41185	92%	faild
1/1	41186	92%	faild
1/1	41187	92%	faild
1/1	41188	92%	faild
1/1	41189	92%	faild
1/1	41190	92%	faild
1/1	41191	92%	faild
1/1	41192	92%	faild
1/1	41193	92%	faild
1/1	41194	92%	faild
1/1	41195	92%	faild
1/1	41196	92%	faild
1/1	41197	92%	faild
1/1	41198	92%	faild
1/1	41199	92%	faild
1/1	41200	92%	faild
1/1	41201	92%	faild
1/1	41202	92%	faild
1/1	41203	92%	faild
1/1	41204	92%	faild
1/1	41205	92%	faild
1/1	41206	92%	faild
1/1	41207	92%	faild
1/1	41208	92%	faild
1/1	41209	92%	faild
1/1	41210	92%	faild
1/1	41211	92%	faild
1/1	41212	92%	faild
1/1	41213	92%	faild
1/1	41214	92%	faild
1/1	41215	92%	faild
1/1	41216	92%	faild
1/1	41217	92%	faild
1/1	41218	92%	faild
1/1	41219	92%	faild
1/1	41220	92%	faild
1/1	41221	92%	faild
1/1	41222	92%	faild
1/1	41223	92%	faild
1/1	41224	92%	faild
1/1	41225	92%	faild
1/1	41226	92%	faild
1/1	41227	92%	faild
1/1	41228	92%	faild
1/1	41229	92%	faild
1/1	41230	92%	faild
1/1	41231	92%	faild
1/1	41232	92%	faild
1/1	41233	92%	faild
1/1	41234	92%	faild
1/1	41235	92%	faild
1/1	41236	92%	faild
1/1	41237	92%	faild
1/1	41238	92%	faild
1/1	41239	92%	faild
1/1	41240	92%	faild
1/1	41241	92%	faild
1/1	41242	92%	faild
1/1	41243	92%	faild
1/1	41244	92%	faild
1/1	41245	92%	faild
1/1	41246	92%	faild
1/1	41247	92%	faild
1/1	41248	92%	faild
1/1	41249	92%	faild
1/1	41250	92%	faild
1/1	41251	92%	faild
1/1	41252	92%	faild
1/1	41253	92%	faild
1/1	41254	92%	faild
1/1	41255	92%	faild
1/1	41256	92%	faild
1/1	41257	92%	faild
1/1	41258	92%	faild
1/1	41259	92%	faild
1/1	41260	92%	faild
1/1	41261	92%	faild
1/1	41262	92%	faild
1/1	41263	92%	faild
1/1	41264	92%	faild
1/1	41265	92%	faild
1/1	41266	92%	faild
1/1	41267	92%	faild
1/1	41268	92%	faild
1/1	41269	92%	faild
1/1	41270	92%	faild
1/1	41271	92%	faild
1/1	41272	92%	faild
1/1	41273	92%	faild
1/1	41274	92%	faild
1/1	41275	92%	faild
1/1	41276	92%	faild
1/1	41277	92%	faild
1/1	41278	92%	faild
1/1	41279	92%	faild
1/1	41280	92%	faild
1/1	41281	92%	faild
1/1	41282	92%	faild
1/1	41283	92%	faild
1/1	41284	92%	faild
1/1	41285	92%	faild
1/1	41286	92%	faild
1/1	41287	92%	faild
1/1	41288	92%	faild
1/1	41289	92%	faild
1/1	41290	92%	faild
1/1	41291	92%	faild
1/1	41292	92%	faild
1/1	41293	92%	faild
1/1	41294	92%	faild
1/1	41295	93%	faild
1/1	41296	93%	faild
1/1	41297	93%	faild
1/1	41298	93%	faild
1/1	41299	93%	faild
1/1	41300	93%	faild
1/1	41301	93%	faild
1/1	41302	93%	faild
1/1	41303	93%	faild
1/1	41304	93%	faild
1/1	41305	93%	faild
1/1	41306	93%	faild
1/1	41307	93%	faild
1/1	41308	93%	faild
1/1	41309	93%	faild
1/1	41310	93%	faild
1/1	41311	93%	faild
1/1	41312	93%	faild
1/1	41313	93%	faild
1/1	41314	93%	faild
1/1	41315	93%	faild
1/1	41316	93%	faild
1/1	41317	93%	faild
1/1	41318	93%	faild
1/1	41319	93%	faild
1/1	41320	93%	faild
1/1	41321	93%	faild
1/1	41322	93%	faild
1/1	41323	93%	faild
1/1	41324	93%	faild
1/1	41325	93%	faild
1/1	41326	93%	faild
1/1	41327	93%	faild
1/1	41328	93%	faild
1/1	41329	93%	faild
1/1	41330	93%	faild
1/1	41331	93%	faild
1/1	41332	93%	faild
1/1	41333	93%	faild
1/1	41334	93%	faild
1/1	41335	93%	faild
1/1	41336	93%	faild
1/1	41337	93%	faild
1/1	41338	93%	faild
1/1	41339	93%	faild
1/1	41340	93%	faild
1/1	41341	93%	faild
1/1	41342	93%	faild
1/1	41343	93%	faild
1/1	41344	93%	faild
1/1	41345	93%	faild
1/1	41346	93%	faild
1/1	41347	93%	faild
1/1	41348	93%	faild
1/1	41349	93%	faild
1/1	41350	93%	faild
1/1	41351	93%	faild
1/1	41352	93%	faild
1/1	41353	93%	faild
1/1	41354	93%	faild
1/1	41355	93%	faild
1/1	41356	93%	faild
1/1	41357	93%	faild
1/1	41358	93%	faild
1/1	41359	93%	faild
1/1	41360	93%	faild
1/1	41361	93%	faild
1/1	41362	93%	faild
1/1	41363	93%	faild
1/1	41364	93%	faild
1/1	41365	93%	faild
1/1	41366	93%	faild
1/1	41367	93%	faild
1/1	41368	93%	faild
1/1	41369	93%	faild
1/1	41370	93%	faild
1/1	41371	93%	faild
1/1	41372	93%	faild
1/1	41373	93%	faild
1/1	41374	93%	faild
1/1	41375	93%	faild
1/1	41376	93%	faild
1/1	41377	93%	faild
1/1	41378	93%	faild
1/1	41379	93%	faild
1/1	41380	93%	faild
1/1	41381	93%	faild
1/1	41382	93%	faild
1/1	41383	93%	faild
1/1	41384	93%	faild
1/1	41385	93%	faild
1/1	41386	93%	faild
1/1	41387	93%	faild
1/1	41388	93%	faild
1/1	41389	93%	faild
1/1	41390	93%	faild
1/1	41391	93%	faild
1/1	41392	93%	faild
1/1	41393	93%	faild
1/1	41394	93%	faild
1/1	41395	93%	faild
1/1	41396	93%	faild
1/1	41397	93%	faild
1/1	41398	93%	faild
1/1	41399	93%	faild
1/1	41400	93%	faild
1/1	41401	93%	faild
1/1	41402	93%	faild
1/1	41403	93%	faild
1/1	41404	93%	faild
1/1	41405	93%	faild
1/1	41406	93%	faild
1/1	41407	93%	faild
1/1	41408	93%	faild
1/1	41409	93%	faild
1/1	41410	93%	faild
1/1	41411	93%	faild
1/1	41412	93%	faild
1/1	41413	93%	faild
1/1	41414	93%	faild
1/1	41415	93%	faild
1/1	41416	93%	faild
1/1	41417	93%	faild
1/1	41418	93%	faild
1/1	41419	93%	faild
1/1	41420	93%	faild
1/1	41421	93%	faild
1/1	41422	93%	faild
1/1	41423	93%	faild
1/1	41424	93%	faild
1/1	41425	93%	faild
1/1	41426	93%	faild
1/1	41427	93%	faild
1/1	41428	93%	faild
1/1	41429	93%	faild
1/1	41430	93%	faild
1/1	41431	93%	faild
1/1	41432	93%	faild
1/1	41433	93%	faild
1/1	41434	93%	faild
1/1	41435	93%	faild
1/1	41436	93%	faild
1/1	41437	93%	faild
1/1	41438	93%	faild
1/1	41439	93%	faild
1/1	41440	93%	faild
1/1	41441	93%	faild
1/1	41442	93%	faild
1/1	41443	93%	faild
1/1	41444	93%	faild
1/1	41445	93%	faild
1/1	41446	93%	faild
1/1	41447	93%	faild
1/1	41448	93%	faild
1/1	41449	93%	faild
1/1	41450	93%	faild
1/1	41451	93%	faild
1/1	41452	93%	faild
1/1	41453	93%	faild
1/1	41454	93%	faild
1/1	41455	93%	faild
1/1	41456	93%	faild
1/1	41457	93%	faild
1/1	41458	93%	faild
1/1	41459	93%	faild
1/1	41460	93%	faild
1/1	41461	93%	faild
1/1	41462	93%	faild
1/1	41463	93%	faild
1/1	41464	93%	faild
1/1	41465	93%	faild
1/1	41466	93%	faild
1/1	41467	93%	faild
1/1	41468	93%	faild
1/1	41469	93%	faild
1/1	41470	93%	faild
1/1	41471	93%	faild
1/1	41472	93%	faild
1/1	41473	93%	faild
1/1	41474	93%	faild
1/1	41475	93%	faild
1/1	41476	93%	faild
1/1	41477	93%	faild
1/1	41478	93%	faild
1/1	41479	93%	faild
1/1	41480	93%	faild
1/1	41481	93%	faild
1/1	41482	93%	faild
1/1	41483	93%	faild
1/1	41484	93%	faild
1/1	41485	93%	faild
1/1	41486	93%	faild
1/1	41487	93%	faild
1/1	41488	93%	faild
1/1	41489	93%	faild
1/1	41490	93%	faild
1/1	41491	93%	faild
1/1	41492	93%	faild
1/1	41493	93%	faild
1/1	41494	93%	faild
1/1	41495	93%	faild
1/1	41496	93%	faild
1/1	41497	93%	faild
1/1	41498	93%	faild
1/1	41499	93%	faild
1/1	41500	93%	faild
1/1	41501	93%	faild
1/1	41502	93%	faild
1/1	41503	93%	faild
1/1	41504	93%	faild
1/1	41505	93%	faild
1/1	41506	93%	faild
1/1	41507	93%	faild
1/1	41508	93%	faild
1/1	41509	93%	faild
1/1	41510	93%	faild
1/1	41511	93%	faild
1/1	41512	93%	faild
1/1	41513	93%	faild
1/1	41514	93%	faild
1/1	41515	93%	faild
1/1	41516	93%	faild
1/1	41517	93%	faild
1/1	41518	93%	faild
1/1	41519	93%	faild
1/1	41520	93%	faild
1/1	41521	93%	faild
1/1	41522	93%	faild
1/1	41523	93%	faild
1/1	41524	93%	faild
1/1	41525	93%	faild
1/1	41526	93%	faild
1/1	41527	93%	faild
1/1	41528	93%	faild
1/1	41529	93%	faild
1/1	41530	93%	faild
1/1	41531	93%	faild
1/1	41532	93%	faild
1/1	41533	93%	faild
1/1	41534	93%	faild
1/1	41535	93%	faild
1/1	41536	93%	faild
1/1	41537	93%	faild
1/1	41538	93%	faild
1/1	41539	93%	faild
1/1	41540	93%	faild
1/1	41541	93%	faild
1/1	41542	93%	faild
1/1	41543	93%	faild
1/1	41544	93%	faild
1/1	41545	93%	faild
1/1	41546	93%	faild
1/1	41547	93%	faild
1/1	41548	93%	faild
1/1	41549	93%	faild
1/1	41550	93%	faild
1/1	41551	93%	faild
1/1	41552	93%	faild
1/1	41553	93%	faild
1/1	41554	93%	faild
1/1	41555	93%	faild
1/1	41556	93%	faild
1/1	41557	93%	faild
1/1	41558	93%	faild
1/1	41559	93%	faild
1/1	41560	93%	faild
1/1	41561	93%	faild
1/1	41562	93%	faild
1/1	41563	93%	faild
1/1	41564	93%	faild
1/1	41565	93%	faild
1/1	41566	93%	faild
1/1	41567	93%	faild
1/1	41568	93%	faild
1/1	41569	93%	faild
1/1	41570	93%	faild
1/1	41571	93%	faild
1/1	41572	93%	faild
1/1	41573	93%	faild
1/1	41574	93%	faild
1/1	41575	93%	faild
1/1	41576	93%	faild
1/1	41577	93%	faild
1/1	41578	93%	faild
1/1	41579	93%	faild
1/1	41580	93%	faild
1/1	41581	93%	faild
1/1	41582	93%	faild
1/1	41583	93%	faild
1/1	41584	93%	faild
1/1	41585	93%	faild
1/1	41586	93%	faild
1/1	41587	93%	faild
1/1	41588	93%	faild
1/1	41589	93%	faild
1/1	41590	93%	faild
1/1	41591	93%	faild
1/1	41592	93%	faild
1/1	41593	93%	faild
1/1	41594	93%	faild
1/1	41595	93%	faild
1/1	41596	93%	faild
1/1	41597	93%	faild
1/1	41598	93%	faild
1/1	41599	93%	faild
1/1	41600	93%	faild
1/1	41601	93%	faild
1/1	41602	93%	faild
1/1	41603	93%	faild
1/1	41604	93%	faild
1/1	41605	93%	faild
1/1	41606	93%	faild
1/1	41607	93%	faild
1/1	41608	93%	faild
1/1	41609	93%	faild
1/1	41610	93%	faild
1/1	41611	93%	faild
1/1	41612	93%	faild
1/1	41613	93%	faild
1/1	41614	93%	faild
1/1	41615	93%	faild
1/1	41616	93%	faild
1/1	41617	93%	faild
1/1	41618	93%	faild
1/1	41619	93%	faild
1/1	41620	93%	faild
1/1	41621	93%	faild
1/1	41622	93%	faild
1/1	41623	93%	faild
1/1	41624	93%	faild
1/1	41625	93%	faild
1/1	41626	93%	faild
1/1	41627	93%	faild
1/1	41628	93%	faild
1/1	41629	93%	faild
1/1	41630	93%	faild
1/1	41631	93%	faild
1/1	41632	93%	faild
1/1	41633	93%	faild
1/1	41634	93%	faild
1/1	41635	93%	faild
1/1	41636	93%	faild
1/1	41637	93%	faild
1/1	41638	93%	faild
1/1	41639	93%	faild
1/1	41640	93%	faild
1/1	41641	93%	faild
1/1	41642	93%	faild
1/1	41643	93%	faild
1/1	41644	93%	faild
1/1	41645	93%	faild
1/1	41646	93%	faild
1/1	41647	93%	faild
1/1	41648	93%	faild
1/1	41649	93%	faild
1/1	41650	93%	faild
1/1	41651	93%	faild
1/1	41652	93%	faild
1/1	41653	93%	faild
1/1	41654	93%	faild
1/1	41655	93%	faild
1/1	41656	93%	faild
1/1	41657	93%	faild
1/1	41658	93%	faild
1/1	41659	93%	faild
1/1	41660	93%	faild
1/1	41661	93%	faild
1/1	41662	93%	faild
1/1	41663	93%	faild
1/1	41664	93%	faild
1/1	41665	93%	faild
1/1	41666	93%	faild
1/1	41667	93%	faild
1/1	41668	93%	faild
1/1	41669	93%	faild
1/1	41670	93%	faild
1/1	41671	93%	faild
1/1	41672	93%	faild
1/1	41673	93%	faild
1/1	41674	93%	faild
1/1	41675	93%	faild
1/1	41676	93%	faild
1/1	41677	93%	faild
1/1	41678	93%	faild
1/1	41679	93%	faild
1/1	41680	93%	faild
1/1	41681	93%	faild
1/1	41682	93%	faild
1/1	41683	93%	faild
1/1	41684	93%	faild
1/1	41685	93%	faild
1/1	41686	93%	faild
1/1	41687	93%	faild
1/1	41688	93%	faild
1/1	41689	93%	faild
1/1	41690	93%	faild
1/1	41691	93%	faild
1/1	41692	93%	faild
1/1	41693	93%	faild
1/1	41694	93%	faild
1/1	41695	93%	faild
1/1	41696	93%	faild
1/1	41697	93%	faild
1/1	41698	93%	faild
1/1	41699	93%	faild
1/1	41700	93%	faild
1/1	41701	93%	faild
1/1	41702	93%	faild
1/1	41703	93%	faild
1/1	41704	93%	faild
1/1	41705	93%	faild
1/1	41706	93%	faild
1/1	41707	93%	faild
1/1	41708	93%	faild
1/1	41709	93%	faild
1/1	41710	93%	faild
1/1	41711	93%	faild
1/1	41712	93%	faild
1/1	41713	93%	faild
1/1	41714	93%	faild
1/1	41715	93%	faild
1/1	41716	93%	faild
1/1	41717	93%	faild
1/1	41718	93%	faild
1/1	41719	93%	faild
1/1	41720	93%	faild
1/1	41721	93%	faild
1/1	41722	93%	faild
1/1	41723	93%	faild
1/1	41724	93%	faild
1/1	41725	93%	faild
1/1	41726	93%	faild
1/1	41727	93%	faild
1/1	41728	93%	faild
1/1	41729	93%	faild
1/1	41730	93%	faild
1/1	41731	93%	faild
1/1	41732	93%	faild
1/1	41733	93%	faild
1/1	41734	93%	faild
1/1	41735	93%	faild
1/1	41736	93%	faild
1/1	41737	93%	faild
1/1	41738	93%	faild
1/1	41739	93%	faild
1/1	41740	93%	faild
1/1	41741	93%	faild
1/1	41742	94%	faild
1/1	41743	94%	faild
1/1	41744	94%	faild
1/1	41745	94%	faild
1/1	41746	94%	faild
1/1	41747	94%	faild
1/1	41748	94%	faild
1/1	41749	94%	faild
1/1	41750	94%	faild
1/1	41751	94%	faild
1/1	41752	94%	faild
1/1	41753	94%	faild
1/1	41754	94%	faild
1/1	41755	94%	faild
1/1	41756	94%	faild
1/1	41757	94%	faild
1/1	41758	94%	faild
1/1	41759	94%	faild
1/1	41760	94%	faild
1/1	41761	94%	faild
1/1	41762	94%	faild
1/1	41763	94%	faild
1/1	41764	94%	faild
1/1	41765	94%	faild
1/1	41766	94%	faild
1/1	41767	94%	faild
1/1	41768	94%	faild
1/1	41769	94%	faild
1/1	41770	94%	faild
1/1	41771	94%	faild
1/1	41772	94%	faild
1/1	41773	94%	faild
1/1	41774	94%	faild
1/1	41775	94%	faild
1/1	41776	94%	faild
1/1	41777	94%	faild
1/1	41778	94%	faild
1/1	41779	94%	faild
1/1	41780	94%	faild
1/1	41781	94%	faild
1/1	41782	94%	faild
1/1	41783	94%	faild
1/1	41784	94%	faild
1/1	41785	94%	faild
1/1	41786	94%	faild
1/1	41787	94%	faild
1/1	41788	94%	faild
1/1	41789	94%	faild
1/1	41790	94%	faild
1/1	41791	94%	faild
1/1	41792	94%	faild
1/1	41793	94%	faild
1/1	41794	94%	faild
1/1	41795	94%	faild
1/1	41796	94%	faild
1/1	41797	94%	faild
1/1	41798	94%	faild
1/1	41799	94%	faild
1/1	41800	94%	faild
1/1	41801	94%	faild
1/1	41802	94%	faild
1/1	41803	94%	faild
1/1	41804	94%	faild
1/1	41805	94%	faild
1/1	41806	94%	faild
1/1	41807	94%	faild
1/1	41808	94%	faild
1/1	41809	94%	faild
1/1	41810	94%	faild
1/1	41811	94%	faild
1/1	41812	94%	faild
1/1	41813	94%	faild
1/1	41814	94%	faild
1/1	41815	94%	faild
1/1	41816	94%	faild
1/1	41817	94%	faild
1/1	41818	94%	faild
1/1	41819	94%	faild
1/1	41820	94%	faild
1/1	41821	94%	faild
1/1	41822	94%	faild
1/1	41823	94%	faild
1/1	41824	94%	faild
1/1	41825	94%	faild
1/1	41826	94%	faild
1/1	41827	94%	faild
1/1	41828	94%	faild
1/1	41829	94%	faild
1/1	41830	94%	faild
1/1	41831	94%	faild
1/1	41832	94%	faild
1/1	41833	94%	faild
1/1	41834	94%	faild
1/1	41835	94%	faild
1/1	41836	94%	faild
1/1	41837	94%	faild
1/1	41838	94%	faild
1/1	41839	94%	faild
1/1	41840	94%	faild
1/1	41841	94%	faild
1/1	41842	94%	faild
1/1	41843	94%	faild
1/1	41844	94%	faild
1/1	41845	94%	faild
1/1	41846	94%	faild
1/1	41847	94%	faild
1/1	41848	94%	faild
1/1	41849	94%	faild
1/1	41850	94%	faild
1/1	41851	94%	faild
1/1	41852	94%	faild
1/1	41853	94%	faild
1/1	41854	94%	faild
1/1	41855	94%	faild
1/1	41856	94%	faild
1/1	41857	94%	faild
1/1	41858	94%	faild
1/1	41859	94%	faild
1/1	41860	94%	faild
1/1	41861	94%	faild
1/1	41862	94%	faild
1/1	41863	94%	faild
1/1	41864	94%	faild
1/1	41865	94%	faild
1/1	41866	94%	faild
1/1	41867	94%	faild
1/1	41868	94%	faild
1/1	41869	94%	faild
1/1	41870	94%	faild
1/1	41871	94%	faild
1/1	41872	94%	faild
1/1	41873	94%	faild
1/1	41874	94%	faild
1/1	41875	94%	faild
1/1	41876	94%	faild
1/1	41877	94%	faild
1/1	41878	94%	faild
1/1	41879	94%	faild
1/1	41880	94%	faild
1/1	41881	94%	faild
1/1	41882	94%	faild
1/1	41883	94%	faild
1/1	41884	94%	faild
1/1	41885	94%	faild
1/1	41886	94%	faild
1/1	41887	94%	faild
1/1	41888	94%	faild
1/1	41889	94%	faild
1/1	41890	94%	faild
1/1	41891	94%	faild
1/1	41892	94%	faild
1/1	41893	94%	faild
1/1	41894	94%	faild
1/1	41895	94%	faild
1/1	41896	94%	faild
1/1	41897	94%	faild
1/1	41898	94%	faild
1/1	41899	94%	faild
1/1	41900	94%	faild
1/1	41901	94%	faild
1/1	41902	94%	faild
1/1	41903	94%	faild
1/1	41904	94%	faild
1/1	41905	94%	faild
1/1	41906	94%	faild
1/1	41907	94%	faild
1/1	41908	94%	faild
1/1	41909	94%	faild
1/1	41910	94%	faild
1/1	41911	94%	faild
1/1	41912	94%	faild
1/1	41913	94%	faild
1/1	41914	94%	faild
1/1	41915	94%	faild
1/1	41916	94%	faild
1/1	41917	94%	faild
1/1	41918	94%	faild
1/1	41919	94%	faild
1/1	41920	94%	faild
1/1	41921	94%	faild
1/1	41922	94%	faild
1/1	41923	94%	faild
1/1	41924	94%	faild
1/1	41925	94%	faild
1/1	41926	94%	faild
1/1	41927	94%	faild
1/1	41928	94%	faild
1/1	41929	94%	faild
1/1	41930	94%	faild
1/1	41931	94%	faild
1/1	41932	94%	faild
1/1	41933	94%	faild
1/1	41934	94%	faild
1/1	41935	94%	faild
1/1	41936	94%	faild
1/1	41937	94%	faild
1/1	41938	94%	faild
1/1	41939	94%	faild
1/1	41940	94%	faild
1/1	41941	94%	faild
1/1	41942	94%	faild
1/1	41943	94%	faild
1/1	41944	94%	faild
1/1	41945	94%	faild
1/1	41946	94%	faild
1/1	41947	94%	faild
1/1	41948	94%	faild
1/1	41949	94%	faild
1/1	41950	94%	faild
1/1	41951	94%	faild
1/1	41952	94%	faild
1/1	41953	94%	faild
1/1	41954	94%	faild
1/1	41955	94%	faild
1/1	41956	94%	faild
1/1	41957	94%	faild
1/1	41958	94%	faild
1/1	41959	94%	faild
1/1	41960	94%	faild
1/1	41961	94%	faild
1/1	41962	94%	faild
1/1	41963	94%	faild
1/1	41964	94%	faild
1/1	41965	94%	faild
1/1	41966	94%	faild
1/1	41967	94%	faild
1/1	41968	94%	faild
1/1	41969	94%	faild
1/1	41970	94%	faild
1/1	41971	94%	faild
1/1	41972	94%	faild
1/1	41973	94%	faild
1/1	41974	94%	faild
1/1	41975	94%	faild
1/1	41976	94%	faild
1/1	41977	94%	faild
1/1	41978	94%	faild
1/1	41979	94%	faild
1/1	41980	94%	faild
1/1	41981	94%	faild
1/1	41982	94%	faild
1/1	41983	94%	faild
1/1	41984	94%	faild
1/1	41985	94%	faild
1/1	41986	94%	faild
1/1	41987	94%	faild
1/1	41988	94%	faild
1/1	41989	94%	faild
1/1	41990	94%	faild
1/1	41991	94%	faild
1/1	41992	94%	faild
1/1	41993	94%	faild
1/1	41994	94%	faild
1/1	41995	94%	faild
1/1	41996	94%	faild
1/1	41997	94%	faild
1/1	41998	94%	faild
1/1	41999	94%	faild
1/1	42000	94%	faild
1/1	42001	94%	faild
1/1	42002	94%	faild
1/1	42003	94%	faild
1/1	42004	94%	faild
1/1	42005	94%	faild
1/1	42006	94%	faild
1/1	42007	94%	faild
1/1	42008	94%	faild
1/1	42009	94%	faild
1/1	42010	94%	faild
1/1	42011	94%	faild
1/1	42012	94%	faild
1/1	42013	94%	faild
1/1	42014	94%	faild
1/1	42015	94%	faild
